	claim	evidence	label
24	Manisa’da gözaltına alınan iki kişinin orman yangınlarıyla ilişkili olduğunun belirlendiği iddiası	Manisa Valiliği gözaltına alınan kişilerin orman yangınlarıyla ilgisi olmadığını açıkladı.DHA ilgili haberi internet sitesinden kaldırdı.	yanlış
17	Atatürk'ün Türkiye'nin gerçek kurucusunun Lloyd George olduğunu söylediği iddiası	Atatürk'ün kitapta geçen ifadesi bağlamından koparılmış.Atatürk bu sözleriyle “ironi” yapıyor ve Lloyd George'un Yunan işgaline verdiği destek sayesinde “Türk milletinin vatanı savunmak için ayaklanmasını” sağladığını söylüyor.Atatürk'ün sözlerini aktaran Amerikalı gazeteci Marcosson'un makalesinde Atatürk’ün sözlerinde ciddi olmadığı, Lloyd’un Yunanlıları destekleyerek kurtuluş mücadelesini teşvik ettiğine gönderme yaptığını gösteriyor.	yanlış
265	Büyük Postane’deki tarihi masanın yerine başka bir masa konduğu iddiası	Sirkeci Büyük Postane’den kaldırıldığı iddia edilen masa zaten orijinal değil, replika idi.Salonda replika olan ile yeni bir masa birlikte duruyor.PTT, tarihi ve kültürel anlamda değere sahip olan obje ve mobilyaların hepsini PTT Sirkeci Müzesi’nde sergiliyor.Replika masa restorasyon dolayısıyla geçici olarak güvenli bir alana kaldırılmış.	yanlış
66	Bir Instagram hesabı tarafından 27 Ekim 2022’de yapılan paylaşımda Ak Parti Milletvekili Zehra Taşkesenlioğlu’nun Afrika’da bakır madeni sahibi olduğu bilgisinin Meclis tutanaklarında kaydedildiği iddia edildi.	Bir Instagram hesabı tarafından yapılan paylaşımda, Zehra Taşkesenlioğlu’nun Afrika’da bakır madenleri olduğunun Meclis tutanaklarında kayıtlı olduğu iddia edilmişti. Ağustos 2022’de suç örgütü kurmak ve lideri olmak suçlamalarıyla hakkında yakalama kararı olan Sedat Peker’in gündeme getirdiği bir dizi rüşvet iddiası ve eşi Ünsal Ban ile boşanma sürecinde yaşananlar ile gündeme gelen Zehra Taşkesenlioğlu son ayların en sık tartışılan milletvekillerinden biri haline geldi. Taşkesenlioğlu’nun boşanma sürecinde olduğu eşi Ban, eşine ait mahrem bilgileri paylaşmak suçuyla tutuklanırken, gündeme gelen rüşvet iddialarıyla ilgili herhangi bir işlem başlatılmadı. Taşkesenlioğlu’nun mal varlığı hususunda tartışmalar, TBMM Sanayi, Ticaret, Enerji, Tabii Kaynaklar, Bilgi ve Teknoloji Komisyonu tutanakları arasında geçen bir konuşması ile pekişti. Sosyal medyada büyük bir hızla yayılan, Taşkesenlioğlu’nun Afrika’da maden işletmeciliği yaptığı ve halen bakır madenleri olduğuna yönelik konuşması Meclis Komisyon tutanakları arasına girmiş durumda.	doğru
208	Bir Instagram hesabında 12 Şubat 2021 tarihinde yapılan bir paylaşımda Gigantopithecus isimli bir maymun türünün şimdiye kadar yaşamış en büyük maymun türü olduğunu ve vejetaryen olduğunu iddia edildi. Paylaşım yaklaşık 9 bin beğeni almış. 	Bir Instagram hesabında 12 Şubat 2021 tarihinde yapılan bir paylaşımda Gigantopithecus isimli bir maymun türünün şimdiye kadar yaşamış en büyük maymun türü olduğu ve vejetaryen olduğu iddia edilmişti. Gigantopithecus adlı bir primatın geçmişte yaşadığı paleontologlar tarafından kanıtlanmış ve boyu 3 metre civarı, kilosu ise 500 kilogram civarındaymış. Orman meyvesi temel besin kaynağını oluşturuyormuş ve bu da onun bir vejetaryen olduğunu gösteriyor.	doğru
479	My Secret Terrius adlı Kore dizisinin salgını önceden bildiği iddiası	Dizi bir salgını değil, bir gizli servis ajanının dahil olduğu operasyonu anlatıyor.Terrius ve istihbarat ajanları cinayetleri çözmeye çalışırken, insanlar üzerinde deney yapan bir organizasyonu ortaya çıkarıyorlar. Olay araştırılıyor; koronavirüsten de bu araştırma sırasında bahsediliyor.Dizideki kurgusal koronavirüsün kuluçka süresi ile tedavisinin olmaması, Covid-19’la benzer. Ancak zaten önceki koronavirüs salgınları da henüz bir tedavi bulunmadan durdurulmuştu.	yanlış
94	Başbakanlık Osmanlı Arşivleri'nin eski binasının otele dönüştürüldüğü iddiası	Yandex Haritalar yardımıyla otelin bulunduğu Ticarethane Sokak’a gidildiğinde Sura Hagia Sophia Oteli’ni görmek mümkün.Arkitera'nın binanın otele dönüştürülmesi sürecinde çekilen fotoğrafları içeren “Osmanlı Arşivi Binası Adım Adım Böyle Yok Oldu” isimli bir haberi var.Aynı kaynaktaki “Tarihi Arşiv Binası Otel Oldu” başlıklı haberde binanın eski hali görülebiliyor.	doğru
253	10. Yıl Marşı’nın Cumhuriyet Bayramı nedeniyle Almanya Bavyera’da bulunan kilisede çalındığı iddiası	Video güncel değil, 2021 yılına ait.Video, Almanya’da değil, Amerika’nın Illinois eyaletinde bulunan Illinois Üniversitesi’nin kampüsünde yer alan Altgeld Hall binasının önünde çekilmiş.	yanlış
266	Bir Instagram hesabı tarafından 8 Şubat 2023 tarihinde yapılan paylaşımda bir Azerbaycan vatandaşının Türkiye’de meydana gelen depremler nedeniyle arabasıyla yardım taşıdığı iddia edildi. 	Bir Instagram hesabı tarafından yapılan paylaşımda bir Azerbaycan vatandaşının Türkiye’de meydana gelen depremler nedeniyle arabasıyla yardım taşıdığı iddia edilmişti. Fotoğraf Azerbaycan’dan Türkiye’ye deprem nedeniyle yardım götüren Azerbaycan vatandaşı Server Beşirli’yi gösteriyor. Türkiye’de meydana gelen depremi öğrendikten sonra yatak, yastık, şilte ve gıda malzemesi gibi acil ihtiyaçlarını topladığını ve Azerbaycan’da bulunan yardım merkezine bıraktığını ifade etmiş.	doğru
23	Uzay ajanslarının bütçelerine dair iddialar	Türkiye Uzay Ajansı ve uluslararası diğer uzay ajanslarının bütçe karşılaştırmaları doğru.TUA’nın bütçeden aldığı 38 milyon TL, 5,4 milyon dolara tekabül ediyor. Ancak bakan Varank, kurumun tek gelir kaleminin bütçeden gelen miktar olmadığını belirtti.NASA, ESA, CSA, Roscosmos gibi kurumların da ay hedefleri var.	doğru
222	Le Monde'un Erdoğan’ın ekonomik mucize yarattığını yazdığı iddiası	Fransız Le Monde gazetesinde Cumhurbaşkanı Erdoğan için ekonomik mucize yarattığı söylenmiyor; kendini “ekonomik mucize yaratan” adam olarak konumlandırdığı vurgulanıyor.“Ekonomik mucize” ibaresi Le Monde'un kendi değerlendirmesi de değil; bu ifade AK Parti’nin ilk yıllarına işaret etmek için kullanılan genel bir tabir.Özel sayının içeriğinde de 2003 - 2013 yılları arası kast edilerek güçlü bir ekonomik büyümeden, GSYİH’nın üç kat arttığından söz edildiği görülüyor.Le Monde'un analizlerinde günümüz Türkiye ekonomisiyle ilgili, düşük faiz oranlarının enflasyonu artırdığı, cari açıkların olduğu, ulusal para biriminin değerini kaybetmesi nedeniyle ekonominin “dolarizasyonu” teşvik ettiği gibi değerlendirmeleri yapılıyor.Güncel başka birçok ekonomik analiz de döviz krizi, enflasyonun artması, yoksulluk, işsizlik ve alım gücünün düşmesi gibi nedenlerle yaşananları “ekonomik mucizenin sonu” olarak nitelendiriyor.Le Monde’daki değerlendirmelerde, Erdoğan’ın salgının ürettiği risklere ve krizlere karşı Türkiye’yi koruduğu vurgusuna da rastlanmıyor.	yanlış
261	Bir Twitter kullanıcısı tarafından 14 Aralık 2021 tarihinde yapılan paylaşımda Sağlık Bakanlığı’nın Covid-19 öncesinde logosunu satanizm figürüyle değiştirdiği iddia edildi.	14 Aralık 2021 tarihinde bir Twitter kullanıcısı tarafından Covid-19 pandemisi öncesi Sağlık Bakanlığı’nın logosunun satanizm figürü olan bir logoyla değiştirildiği iddia edilmişti. İddia incelendiğinde ise yılanın şifa ile özdeşleşmesi Antik Yunan’a kadar dayanıyor. Bunun yanında dünya genelinde ve 1200’lü yıllardan itibaren Türk devletlerinde de yılan simgesi şifa ile özdeşleştirilmiş. Son olarak, Sağlık Bakanlığı ve diğer sağlık kuruluşları da önceden logolarında yılan simgesini kullanmışlar.	yanlış
426	THY’nin 2 bin 500 çalışanını işten çıkardığı iddiası	THY Genel Müdür Bilal Ekşi iddiaların doğru olmadığını açıkladı.THY Basın Müşaviri Yahya Üstün de THY ve yetkili sendika arasında imzalanan protokolü kabul etmeyen 24 çalışanın iş akdinin 1 Temmuz itibariyle sonlandırıldığını açıkladı.THY ile Ücret Düzenleme Protokolü imzalayan Hava-İş sendikası da Teyit'e iddiaların doğru olmadığını açıkladı.İddianın çıkış kaynağı olan haber yayından kaldırıldı.	yanlış
5	Kızılay’ın Başkent Gaz’ın yaptığı bağışla Ensar Vakfı’yla proje yürüttüğü iddiası	İddia sahibi Celal Eren Çelik ilgili dokümanı yayınladı; Kızılay'da bağışı doğruladı.Bağışa engel herhangi bir yasal düzenleme de yok.	doğru
116	‘Toyota, Ukrayna’ya destek amacıyla 5 bin araç gönderiyor’ iddiası	Toyota Hilux pick-up aracının Ukrayna’ya destek amacıyla gönderildiğine dair bir kanıt bulunmuyor.Toyota’nın yaşanan krizle ilgili olarak güncel bir paylaşımı yok.	yanlış
